gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group E,some college,free/reduced,none,73,74,72
female,group E,master's degree,standard,none,85,86,78
male,group D,associate's degree,standard,none,74,70,69
female,group C,bachelor's degree,standard,none,67,80,77
male,group C,master's degree,standard,none,78,78,73
male,group E,master's degree,free/reduced,none,84,72,66
female,group E,bachelor's degree,free/reduced,completed,61,74,75
male,group C,associate's degree,standard,none,89,86,81
male,group A,some high school,free/reduced,none,41,35,32
female,group C,some college,standard,none,78,78,78
male,group B,high school,standard,completed,71,59,57
female,group E,bachelor's degree,free/reduced,completed,44,57,53
male,group E,high school,free/reduced,completed,79,77,72
female,group C,some high school,standard,completed,67,81,77
female,group B,some college,standard,none,87,93,93
male,group A,master's degree,standard,completed,79,67,68
female,group E,bachelor's degree,standard,completed,95,100,100
male,group D,some college,standard,completed,97,95,95
male,group A,some college,free/reduced,none,67,67,64
male,group D,high school,standard,none,74,71,70
male,group D,associate's degree,standard,completed,76,73,76
male,group D,bachelor's degree,free/reduced,none,90,82,83
male,group B,bachelor's degree,standard,none,60,51,52
female,group A,high school,free/reduced,none,31,51,50
female,group C,some college,free/reduced,completed,52,71,60
male,group C,some high school,standard,none,74,60,55
female,group D,some high school,free/reduced,none,62,61,60
female,group C,high school,standard,completed,86,94,100
male,group C,some college,standard,completed,81,81,76
male,group A,master's degree,standard,none,71,64,51
male,group B,associate's degree,free/reduced,none,37,37,30
female,group C,some high school,standard,completed,63,88,90
female,group B,master's degree,standard,completed,51,57,57
female,group E,some high school,standard,none,71,76,80
male,group C,bachelor's degree,standard,none,56,52,52
female,group C,some college,standard,none,89,91,87
female,group E,some high school,free/reduced,completed,42,58,55
male,group C,some high school,standard,completed,58,52,59
female,group C,master's degree,free/reduced,completed,56,73,78
female,group B,high school,free/reduced,completed,65,76,80
female,group C,high school,standard,none,60,71,65
male,group D,associate's degree,standard,none,68,59,56
male,group B,some college,standard,none,53,54,53
male,group C,bachelor's degree,standard,none,56,51,46
male,group A,some college,standard,completed,70,66,67
female,group C,some college,standard,completed,49,65,69
male,group C,some college,standard,completed,68,75,70
male,group A,associate's degree,standard,none,73,65,69
male,group D,some college,standard,completed,85,82,86
male,group E,some high school,free/reduced,none,43,45,39
male,group D,some college,standard,none,46,44,48
female,group C,bachelor's degree,standard,none,63,77,72
female,group C,some college,free/reduced,none,36,48,52
male,group D,high school,standard,none,77,76,79
male,group D,bachelor's degree,standard,none,92,96,97
male,group B,some college,free/reduced,none,39,37,37
female,group D,some college,standard,none,73,93,87
male,group B,associate's degree,free/reduced,completed,69,72,76
female,group A,some high school,standard,completed,61,83,78
male,group C,associate's degree,free/reduced,completed,55,63,56
female,group E,bachelor's degree,free/reduced,none,69,76,75
male,group D,high school,free/reduced,completed,60,65,61
male,group B,associate's degree,standard,none,84,72,68
male,group C,high school,free/reduced,completed,54,63,52
male,group A,high school,standard,none,55,48,50
female,group D,high school,standard,none,54,68,67
female,group D,bachelor's degree,free/reduced,none,44,60,65
male,group C,associate's degree,standard,none,59,61,56
male,group C,master's degree,free/reduced,none,76,74,76
male,group B,associate's degree,standard,none,52,49,43
female,group B,some college,standard,none,66,74,69
female,group D,some college,standard,none,78,87,85
male,group C,associate's degree,free/reduced,completed,72,76,69
female,group B,high school,standard,completed,78,84,86
male,group A,some high school,free/reduced,none,45,49,40
female,group C,high school,standard,completed,58,75,66
male,group B,high school,standard,completed,97,90,89
female,group B,some college,standard,none,79,82,75
female,group E,some high school,standard,none,100,96,91
female,group D,high school,standard,completed,78,86,87
male,group B,master's degree,standard,completed,78,80,79
male,group C,some college,standard,completed,74,70,65
female,group B,bachelor's degree,standard,none,38,56,53
male,group C,master's degree,standard,none,58,51,55
female,group B,high school,free/reduced,completed,65,78,79
male,group C,associate's degree,standard,none,78,70,68
female,group D,bachelor's degree,free/reduced,completed,48,70,74
male,group A,high school,standard,completed,73,66,65
female,group C,master's degree,free/reduced,none,62,77,79
male,group A,associate's degree,free/reduced,none,60,62,54
male,group B,some high school,standard,completed,72,66,65
female,group A,some college,standard,completed,61,75,76
female,group D,high school,free/reduced,none,70,84,85
female,group C,high school,free/reduced,none,54,63,62
female,group B,high school,standard,none,53,57,55
male,group E,associate's degree,standard,completed,100,84,84
male,group C,some college,free/reduced,none,62,59,53
male,group B,some college,standard,none,56,47,49
female,group D,associate's degree,standard,none,56,62,60
male,group E,associate's degree,free/reduced,none,77,69,70
male,group C,high school,standard,none,89,84,82
male,group C,high school,free/reduced,none,31,23,21
male,group C,some high school,standard,completed,64,60,62
male,group C,bachelor's degree,standard,none,59,53,50
male,group D,some high school,standard,completed,97,90,90
female,group C,some high school,free/reduced,none,50,54,53
male,group D,master's degree,standard,completed,98,81,87
male,group D,associate's degree,free/reduced,completed,65,57,63
male,group D,some college,standard,completed,89,83,87
female,group B,associate's degree,standard,none,49,63,59
male,group C,associate's degree,standard,none,65,65,61
female,group E,some college,standard,none,61,76,70
female,group C,bachelor's degree,standard,completed,94,100,100
female,group B,some college,standard,none,68,78,79
male,group B,some high school,standard,none,77,82,78
male,group B,high school,standard,none,81,77,67
male,group B,high school,free/reduced,none,52,54,44
male,group B,some college,free/reduced,none,56,64,51
female,group B,bachelor's degree,free/reduced,completed,81,98,93
female,group D,some high school,standard,none,57,73,71
male,group B,some college,free/reduced,none,60,68,55
male,group C,some high school,free/reduced,none,43,40,28
male,group C,some college,standard,none,68,59,61
female,group B,bachelor's degree,standard,none,63,68,67
female,group D,high school,standard,completed,70,76,83
male,group C,master's degree,free/reduced,none,76,87,78
female,group D,high school,standard,none,63,66,66
male,group C,high school,standard,none,57,51,46
male,group C,some college,standard,none,74,70,59
male,group B,some high school,free/reduced,completed,41,52,40
male,group C,some college,free/reduced,none,60,57,55
male,group D,bachelor's degree,free/reduced,none,61,63,54
male,group C,some high school,standard,completed,58,56,56
female,group E,associate's degree,standard,completed,91,100,98
female,group E,some college,free/reduced,completed,61,68,74
male,group B,high school,free/reduced,completed,63,66,62
male,group C,associate's degree,standard,completed,68,78,71
male,group C,associate's degree,free/reduced,none,51,49,44
female,group C,associate's degree,free/reduced,completed,76,98,96
male,group C,bachelor's degree,standard,completed,69,60,67
female,group D,high school,standard,none,68,71,74
female,group C,associate's degree,standard,completed,69,82,77
female,group C,some college,standard,completed,83,100,100
male,group E,some high school,standard,completed,88,79,79
female,group B,high school,standard,none,76,79,83
female,group D,high school,standard,none,73,75,74
male,group A,associate's degree,standard,none,50,44,45
female,group C,some high school,standard,none,58,57,58
male,group D,some college,standard,none,58,55,55
female,group E,some college,standard,completed,100,100,100
male,group C,high school,free/reduced,none,67,68,61
female,group E,associate's degree,standard,completed,87,99,100
female,group C,some high school,standard,completed,60,68,64
female,group D,high school,free/reduced,none,42,51,53
male,group C,bachelor's degree,standard,completed,98,100,96
male,group D,some high school,standard,none,44,40,31
male,group D,master's degree,standard,completed,60,55,62
male,group D,associate's degree,free/reduced,none,66,68,68
male,group C,high school,free/reduced,none,50,53,51
male,group D,some high school,standard,completed,83,80,78
female,group E,some high school,standard,completed,65,71,78
female,group E,associate's degree,standard,none,81,82,83
female,group D,associate's degree,standard,completed,58,70,76
male,group E,bachelor's degree,free/reduced,completed,76,71,67
female,group D,associate's degree,free/reduced,none,55,61,65
female,group C,bachelor's degree,free/reduced,completed,55,59,69
male,group E,associate's degree,free/reduced,completed,94,100,98
male,group D,associate's degree,standard,completed,86,70,81
female,group B,high school,free/reduced,none,53,65,65
female,group C,associate's degree,standard,none,40,58,48
female,group D,high school,standard,completed,84,87,91
female,group D,high school,free/reduced,none,65,75,74
male,group E,master's degree,standard,none,93,89,82
female,group C,some college,free/reduced,completed,78,94,85
female,group C,high school,standard,none,58,70,64
male,group E,some college,standard,completed,72,69,64
male,group E,high school,free/reduced,none,87,85,74
female,group C,associate's degree,free/reduced,completed,67,75,74
male,group E,high school,standard,none,79,65,58
male,group B,bachelor's degree,standard,none,59,58,57
male,group D,associate's degree,standard,none,58,52,47
male,group E,some high school,standard,none,70,58,52
female,group A,associate's degree,standard,none,51,60,62
male,group E,master's degree,standard,completed,86,77,81
female,group B,associate's degree,free/reduced,completed,55,74,66
female,group B,some college,free/reduced,none,78,88,80
male,group A,some high school,free/reduced,none,69,69,73
female,group E,associate's degree,standard,completed,92,96,98
female,group A,some college,free/reduced,none,59,65,58
male,group C,some college,standard,completed,76,73,70
male,group D,some college,free/reduced,none,54,54,53
female,group C,associate's degree,free/reduced,none,66,87,81
male,group C,some college,standard,completed,62,55,59
male,group D,bachelor's degree,standard,completed,83,93,90
female,group C,associate's degree,free/reduced,none,53,75,69
male,group C,some college,free/reduced,completed,81,74,68
female,group B,some high school,free/reduced,completed,36,48,54
female,group E,associate's degree,standard,none,76,80,77
male,group E,some high school,standard,none,82,77,69
male,group D,high school,free/reduced,none,64,66,67
female,group D,high school,standard,completed,80,88,90
female,group E,some college,standard,none,50,57,61
male,group B,high school,free/reduced,none,54,67,56
female,group C,some college,standard,completed,63,73,72
female,group C,associate's degree,standard,completed,65,80,77
female,group C,some high school,standard,none,60,70,68
male,group D,some high school,free/reduced,none,55,47,50
female,group E,bachelor's degree,standard,none,92,97,93
female,group D,associate's degree,free/reduced,none,72,82,81
female,group C,some college,standard,none,39,49,49
male,group D,high school,standard,none,63,69,62
male,group E,bachelor's degree,standard,completed,99,90,89
male,group C,associate's degree,standard,none,66,60,62
female,group E,some high school,standard,none,48,52,52
male,group D,bachelor's degree,standard,none,86,71,75
male,group D,bachelor's degree,free/reduced,none,63,61,54
male,group C,master's degree,standard,none,78,71,70
female,group E,bachelor's degree,standard,none,71,64,69
male,group D,high school,standard,none,67,51,53
male,group B,some college,standard,completed,87,98,95
female,group B,high school,free/reduced,none,36,49,42
female,group C,some college,standard,completed,70,72,76
female,group A,master's degree,standard,completed,63,71,69
male,group D,master's degree,standard,none,88,88,84
male,group C,master's degree,standard,none,69,61,58
female,group D,some college,standard,none,80,92,93
female,group B,master's degree,free/reduced,none,64,73,75
female,group C,bachelor's degree,standard,none,68,82,80
female,group B,associate's degree,standard,none,91,99,97
male,group D,some college,standard,none,65,68,66
female,group D,some college,standard,completed,86,100,100
female,group A,some high school,standard,completed,67,76,80
male,group C,some high school,free/reduced,none,50,49,48
female,group C,high school,free/reduced,none,61,74,74
female,group B,some high school,standard,completed,47,66,62
female,group D,associate's degree,free/reduced,none,40,55,48
female,group C,high school,standard,none,58,63,56
male,group D,high school,free/reduced,none,67,71,65
female,group B,high school,standard,none,49,52,47
female,group E,some college,free/reduced,none,58,65,58
male,group D,associate's degree,free/reduced,completed,70,72,73
female,group C,high school,standard,none,79,87,85
male,group C,high school,standard,none,58,58,58
female,group B,master's degree,free/reduced,completed,43,61,57
female,group B,some college,standard,completed,58,55,67
male,group E,some college,standard,none,70,51,47
male,group E,high school,standard,none,72,66,64
female,group A,some high school,free/reduced,none,57,77,63
female,group D,some college,standard,completed,71,85,92
female,group B,some high school,free/reduced,none,54,65,62
female,group C,some college,standard,none,53,63,55
male,group C,some high school,free/reduced,none,60,54,49
male,group B,high school,free/reduced,none,42,42,33
male,group C,associate's degree,standard,none,72,67,62
male,group E,associate's degree,standard,none,79,83,79
male,group C,some college,standard,none,58,52,49
male,group B,high school,standard,none,91,87,83
male,group C,some high school,standard,none,75,69,62
female,group C,high school,standard,none,13,27,24
female,group D,some high school,standard,none,76,81,73
male,group C,bachelor's degree,free/reduced,completed,73,81,77
male,group D,some high school,standard,none,64,71,63
female,group E,master's degree,standard,none,83,89,93
male,group C,some high school,free/reduced,none,50,37,39
male,group C,some high school,standard,none,83,77,74
male,group D,some high school,standard,none,46,45,46
male,group D,some college,standard,completed,96,85,93
female,group B,some college,standard,completed,92,81,90
female,group B,associate's degree,free/reduced,none,56,75,63
male,group A,some college,free/reduced,completed,36,51,43
male,group B,some college,standard,none,73,66,55
female,group B,associate's degree,standard,none,59,64,67
male,group E,some high school,standard,none,61,57,49
male,group C,some college,standard,none,78,71,72
male,group E,some high school,standard,none,76,53,50
female,group D,some college,standard,none,56,63,62
male,group B,some college,standard,none,68,58,58
female,group D,master's degree,free/reduced,completed,39,56,62
male,group B,associate's degree,standard,completed,88,79,81
male,group B,bachelor's degree,free/reduced,completed,70,79,74
male,group C,associate's degree,free/reduced,none,75,76,74
male,group E,high school,free/reduced,none,66,50,50
male,group C,some college,standard,completed,74,83,82
female,group E,bachelor's degree,standard,completed,75,84,90
female,group E,associate's degree,standard,none,77,92,89
male,group E,some college,free/reduced,none,71,56,52
male,group C,master's degree,standard,none,82,75,72
female,group D,associate's degree,free/reduced,completed,57,80,81
female,group E,some high school,standard,completed,57,62,59
male,group B,associate's degree,standard,completed,97,100,98
male,group D,high school,standard,completed,89,76,71
female,group E,associate's degree,free/reduced,completed,77,85,81
female,group C,associate's degree,standard,none,86,87,88
male,group E,some high school,standard,completed,72,69,73
male,group C,some college,standard,completed,78,87,81
male,group B,high school,standard,none,76,74,63
female,group C,associate's degree,free/reduced,none,52,66,64
male,group C,master's degree,standard,none,72,70,62
female,group B,associate's degree,standard,none,72,73,75
male,group B,some college,standard,none,66,43,43
male,group D,high school,standard,completed,93,95,93
male,group E,bachelor's degree,free/reduced,completed,76,77,70
female,group E,bachelor's degree,standard,completed,100,100,100
male,group D,associate's degree,free/reduced,completed,74,78,77
male,group B,high school,free/reduced,none,53,54,48
male,group C,some high school,standard,none,67,73,64
male,group C,some college,free/reduced,none,75,72,75
female,group D,bachelor's degree,free/reduced,none,64,72,77
female,group E,some high school,standard,none,71,79,73
male,group E,associate's degree,standard,none,100,90,86
female,group C,high school,standard,completed,63,78,73
female,group B,associate's degree,free/reduced,none,46,53,52
female,group D,some college,standard,none,73,79,80
female,group B,high school,free/reduced,none,23,37,30
male,group C,bachelor's degree,standard,none,85,82,82
female,group C,some high school,free/reduced,none,54,58,60
female,group A,bachelor's degree,standard,completed,73,83,86
female,group D,some high school,standard,none,68,70,68
female,group C,high school,standard,completed,92,98,100
male,group B,some college,standard,completed,68,67,59
male,group A,associate's degree,free/reduced,none,56,61,53
male,group C,associate's degree,free/reduced,completed,76,77,76
female,group B,high school,standard,none,63,75,76
female,group B,high school,free/reduced,completed,56,71,72
male,group A,high school,standard,none,61,67,60
male,group C,high school,free/reduced,none,44,53,41
female,group A,high school,free/reduced,none,33,48,47
male,group D,some high school,standard,none,54,45,43
male,group C,high school,standard,none,52,62,48
male,group C,some college,free/reduced,none,55,56,55
female,group C,bachelor's degree,free/reduced,none,49,62,65
male,group B,some high school,standard,none,61,61,56
female,group E,some college,free/reduced,none,69,73,73
female,group C,some college,free/reduced,completed,58,75,81
female,group C,some college,free/reduced,none,60,63,61
female,group C,some high school,free/reduced,none,47,55,56
female,group B,master's degree,standard,none,87,85,91
female,group B,some high school,standard,completed,81,95,95
female,group D,some college,free/reduced,none,70,75,73
female,group C,some high school,free/reduced,none,28,36,36
female,group D,high school,standard,completed,59,72,73
female,group B,some college,standard,none,60,68,64
male,group C,some college,standard,none,68,65,63
female,group D,some college,free/reduced,none,66,80,80
male,group D,some college,standard,completed,100,92,93
male,group E,some college,free/reduced,completed,44,45,41
female,group A,some high school,free/reduced,none,46,62,52
female,group C,some high school,free/reduced,none,50,68,59
female,group E,bachelor's degree,free/reduced,none,87,93,90
male,group D,some college,standard,none,86,82,82
male,group A,some college,free/reduced,none,48,54,46
male,group D,associate's degree,free/reduced,completed,77,90,82
female,group D,some high school,free/reduced,none,57,65,61
male,group C,some college,standard,none,74,57,61
female,group D,associate's degree,standard,completed,71,69,80
male,group D,associate's degree,free/reduced,none,76,72,70
female,group B,some college,free/reduced,none,35,52,51
male,group C,some college,standard,none,70,58,55
male,group E,some college,free/reduced,none,50,53,46
female,group C,associate's degree,free/reduced,completed,52,76,73
male,group E,some college,free/reduced,none,61,60,51
male,group C,some college,standard,completed,83,77,79
male,group A,some college,free/reduced,none,62,65,53
male,group E,some high school,free/reduced,completed,73,70,64
female,group D,associate's degree,standard,completed,60,69,75
female,group A,some college,standard,none,59,66,62
female,group C,associate's degree,standard,none,72,72,70
male,group C,associate's degree,free/reduced,none,81,75,76
male,group D,high school,free/reduced,none,65,62,58
male,group C,bachelor's degree,standard,none,75,69,60
female,group B,some high school,standard,none,76,90,88
female,group D,associate's degree,standard,none,65,69,71
female,group D,master's degree,standard,none,96,100,100
male,group E,high school,standard,none,80,54,61
male,group E,high school,standard,none,71,67,59
male,group C,master's degree,standard,completed,68,60,63
female,group E,high school,standard,none,67,66,68
male,group B,some high school,standard,none,60,57,52
male,group D,associate's degree,free/reduced,none,59,48,51
male,group D,some high school,free/reduced,none,72,71,67
female,group A,some high school,free/reduced,completed,32,49,43
female,group D,some college,standard,none,82,87,84
male,group E,associate's degree,standard,none,89,80,77
female,group C,some college,free/reduced,none,50,73,69
female,group B,some college,free/reduced,none,48,62,63
male,group E,some college,standard,none,91,74,69
male,group B,bachelor's degree,free/reduced,none,69,60,61
male,group B,bachelor's degree,standard,none,74,68,70
male,group C,high school,free/reduced,completed,70,69,67
male,group D,bachelor's degree,standard,none,42,44,45
male,group C,associate's degree,standard,completed,87,84,85
male,group E,bachelor's degree,standard,none,86,68,66
female,group C,some high school,standard,completed,58,72,76
female,group C,associate's degree,standard,none,59,69,67
female,group E,high school,standard,none,61,78,71
female,group B,associate's degree,standard,completed,94,100,96
male,group C,some high school,free/reduced,none,55,55,48
male,group D,associate's degree,standard,completed,54,48,56
male,group D,associate's degree,standard,none,85,81,78
female,group D,some high school,standard,completed,65,83,83
female,group A,associate's degree,free/reduced,none,54,77,71
female,group D,some high school,standard,none,61,63,63
male,group D,bachelor's degree,standard,none,82,76,75
female,group E,associate's degree,standard,completed,83,90,94
male,group C,some high school,standard,none,74,72,64
female,group E,some high school,standard,none,93,97,89
male,group D,master's degree,free/reduced,none,61,56,58
male,group B,bachelor's degree,standard,completed,74,82,80
female,group C,some high school,free/reduced,none,40,56,52
female,group D,some high school,free/reduced,none,36,49,51
female,group B,associate's degree,free/reduced,none,49,51,56
female,group A,bachelor's degree,standard,completed,77,83,91
male,group B,associate's degree,standard,none,76,77,69
female,group C,high school,standard,none,60,69,65
female,group C,associate's degree,standard,none,86,91,87
female,group B,some high school,free/reduced,none,59,75,68
male,group B,bachelor's degree,standard,none,59,67,61
female,group C,some college,free/reduced,none,47,48,51
male,group D,some college,standard,completed,92,83,86
male,group A,associate's degree,standard,completed,68,65,70
male,group D,high school,standard,none,63,59,61
male,group B,master's degree,standard,completed,100,90,97
female,group D,associate's degree,standard,completed,50,56,59
male,group D,some college,standard,none,92,89,85
female,group C,some college,standard,none,44,56,60
female,group E,associate's degree,standard,none,58,65,69
male,group D,some college,standard,completed,81,79,74
female,group E,high school,free/reduced,none,87,90,81
male,group C,some college,standard,none,52,54,46
male,group A,some college,free/reduced,none,66,66,55
male,group B,bachelor's degree,standard,none,90,89,81
male,group A,bachelor's degree,standard,none,61,54,48
female,group C,some college,free/reduced,none,39,58,56
male,group A,some high school,free/reduced,none,52,42,41
male,group E,associate's degree,standard,completed,100,93,93
female,group B,associate's degree,free/reduced,none,54,79,75
female,group B,bachelor's degree,standard,completed,61,73,88
male,group C,some college,standard,completed,71,68,68
female,group B,some college,standard,completed,81,81,90
female,group D,some college,free/reduced,none,63,65,74
male,group E,some high school,standard,none,73,49,54
male,group C,associate's degree,standard,completed,75,76,75
female,group C,bachelor's degree,standard,none,86,90,87
male,group B,some high school,standard,completed,56,55,57
female,group B,associate's degree,standard,completed,79,82,89
male,group C,bachelor's degree,free/reduced,none,77,76,70
female,group C,some college,standard,completed,92,92,97
male,group D,master's degree,standard,completed,83,85,86
female,group E,associate's degree,standard,completed,88,80,85
female,group C,high school,standard,completed,54,61,67
female,group B,some high school,free/reduced,completed,38,49,50
female,group A,high school,standard,none,58,73,68
female,group D,some high school,standard,completed,93,95,100
female,group D,some college,free/reduced,none,60,74,71
female,group D,some high school,free/reduced,none,23,34,34
female,group C,bachelor's degree,standard,completed,50,49,54
male,group D,some high school,free/reduced,none,50,56,53
male,group A,some college,free/reduced,none,63,73,66
male,group B,associate's degree,free/reduced,none,56,61,59
male,group D,some high school,free/reduced,none,78,78,80
female,group D,associate's degree,free/reduced,none,48,59,60
male,group C,high school,standard,completed,75,65,68
female,group B,associate's degree,standard,none,76,82,85
male,group C,high school,standard,none,83,80,83
male,group C,associate's degree,free/reduced,none,67,63,52
female,group D,high school,free/reduced,none,45,58,52
female,group D,some college,standard,completed,58,76,81
female,group E,some high school,standard,none,88,93,88
female,group D,associate's degree,free/reduced,none,64,87,82
female,group D,high school,standard,none,72,79,76
female,group D,master's degree,free/reduced,none,69,89,84
male,group C,master's degree,standard,none,88,91,78
male,group C,high school,standard,completed,77,77,81
male,group E,some college,free/reduced,none,72,67,65
male,group D,some college,free/reduced,none,51,51,50
female,group C,some college,standard,none,69,81,74
male,group D,some college,standard,completed,72,66,71
male,group A,master's degree,standard,none,51,51,48
male,group C,high school,standard,none,52,60,52
male,group A,some high school,standard,completed,59,61,56
female,group A,high school,standard,completed,79,86,84
male,group B,some high school,standard,none,79,69,65
female,group C,high school,free/reduced,none,50,56,58
female,group C,master's degree,standard,completed,92,100,100
female,group C,high school,standard,none,62,61,62
male,group D,high school,standard,none,91,85,86
female,group A,some college,free/reduced,none,56,68,67
female,group B,associate's degree,standard,completed,65,69,73
male,group D,high school,standard,none,74,64,68
male,group D,some high school,standard,completed,83,72,78
female,group C,some college,standard,none,78,79,80
female,group C,associate's degree,standard,completed,60,76,77
male,group E,high school,free/reduced,none,70,74,70
female,group C,bachelor's degree,standard,completed,56,75,71
male,group A,bachelor's degree,standard,completed,59,58,52
female,group E,some college,standard,none,91,83,83
male,group C,some college,free/reduced,completed,74,81,72
male,group C,associate's degree,free/reduced,completed,87,96,91
female,group E,master's degree,standard,none,83,88,85
male,group C,high school,standard,completed,79,74,74
female,group C,some college,standard,none,60,63,65
female,group D,some college,standard,completed,69,67,69
male,group B,associate's degree,free/reduced,none,47,40,34
female,group D,bachelor's degree,standard,none,63,80,78
female,group D,associate's degree,free/reduced,none,81,94,87
male,group D,some college,free/reduced,none,65,69,63
female,group D,some high school,standard,none,49,50,59
female,group D,some high school,standard,completed,81,96,100
female,group D,associate's degree,standard,none,84,86,90
male,group E,high school,standard,none,81,67,62
male,group C,some high school,standard,none,84,72,71
female,group D,some college,standard,none,93,85,92
male,group C,some high school,free/reduced,completed,78,81,78
male,group D,associate's degree,standard,completed,76,75,66
female,group C,high school,standard,none,38,54,45
female,group E,associate's degree,standard,completed,88,95,95
male,group C,master's degree,free/reduced,completed,62,67,67
male,group B,some high school,standard,none,78,77,64
male,group D,associate's degree,free/reduced,none,69,65,60
male,group E,high school,standard,completed,88,82,79
male,group B,high school,standard,none,85,80,78
female,group C,some high school,standard,completed,65,72,77
male,group E,some college,standard,none,100,94,90
male,group D,high school,free/reduced,none,51,45,43
male,group D,bachelor's degree,standard,completed,80,77,80
female,group B,master's degree,free/reduced,completed,65,74,78
male,group C,some high school,standard,none,67,61,53
female,group E,some college,standard,none,73,90,90
male,group D,associate's degree,free/reduced,completed,45,41,40
male,group B,associate's degree,standard,none,59,48,51
female,group C,bachelor's degree,standard,none,60,73,69
male,group A,master's degree,standard,completed,90,89,89
male,group C,high school,standard,none,58,45,42
male,group E,bachelor's degree,standard,completed,96,92,88
female,group D,some college,standard,none,63,64,66
female,group D,high school,standard,none,65,58,64
male,group B,master's degree,standard,none,53,58,54
male,group C,bachelor's degree,free/reduced,none,46,44,43
male,group E,high school,standard,none,91,76,70
male,group C,high school,standard,completed,78,64,68
female,group B,some high school,standard,none,46,51,47
male,group C,some high school,standard,completed,67,64,61
male,group C,some high school,standard,none,58,59,54
female,group C,high school,free/reduced,none,29,42,37
male,group D,some high school,standard,none,40,37,31
male,group D,associate's degree,standard,none,56,47,46
male,group C,some high school,standard,none,62,53,44
female,group A,high school,free/reduced,none,69,66,69
female,group A,associate's degree,standard,none,45,55,51
male,group A,some high school,standard,none,57,54,53
female,group D,some high school,free/reduced,completed,56,60,62
male,group A,high school,standard,completed,48,51,49
male,group B,some college,standard,completed,93,86,89
female,group B,some college,standard,none,61,70,66
female,group E,associate's degree,standard,completed,92,95,100
female,group B,associate's degree,standard,completed,68,65,66
male,group A,some college,standard,none,40,45,49
female,group E,associate's degree,free/reduced,none,64,73,74
male,group C,some college,standard,completed,77,77,71
male,group E,high school,free/reduced,completed,85,77,70
male,group A,some college,free/reduced,completed,46,49,54
female,group A,associate's degree,standard,none,45,57,54
female,group C,high school,standard,none,72,78,70
male,group B,associate's degree,standard,completed,100,92,89
male,group D,bachelor's degree,standard,none,70,62,61
female,group B,some college,standard,none,61,74,70
female,group C,associate's degree,free/reduced,none,59,61,64
male,group C,some high school,free/reduced,none,36,36,30
male,group E,some college,standard,completed,65,62,62
male,group C,associate's degree,free/reduced,none,49,52,44
male,group C,some high school,free/reduced,completed,65,57,56
male,group D,master's degree,standard,none,96,84,84
male,group C,some high school,free/reduced,none,67,55,56
female,group C,high school,standard,none,58,66,63
female,group C,some college,free/reduced,completed,56,69,73
female,group C,some high school,standard,none,66,67,68
male,group B,some high school,standard,none,50,42,40
female,group D,associate's degree,standard,none,78,75,78
female,group D,master's degree,free/reduced,none,60,79,75
female,group C,bachelor's degree,free/reduced,none,59,58,66
female,group D,high school,standard,completed,84,94,100
female,group B,high school,standard,completed,91,95,99
male,group D,master's degree,standard,none,86,82,87
male,group B,some college,free/reduced,completed,74,76,71
male,group E,some college,standard,none,60,42,46
male,group C,associate's degree,standard,completed,59,72,74
female,group C,associate's degree,free/reduced,completed,63,79,79
female,group C,some college,standard,completed,64,70,79
male,group C,associate's degree,standard,none,80,82,77
female,group A,some high school,free/reduced,completed,68,76,78
female,group B,associate's degree,standard,completed,96,100,99
male,group A,some high school,standard,completed,63,59,61
female,group C,some college,free/reduced,completed,63,78,72
male,group C,some college,standard,completed,88,83,84
female,group B,high school,standard,none,69,76,77
male,group B,some high school,standard,completed,69,66,64
male,group C,some college,standard,none,59,55,48
male,group E,associate's degree,standard,completed,85,71,74
female,group C,some college,standard,none,64,78,73
female,group A,some college,free/reduced,completed,65,72,76
male,group B,some college,free/reduced,none,49,60,56
female,group C,associate's degree,standard,none,62,60,61
female,group C,some college,free/reduced,completed,30,35,42
male,group C,high school,standard,none,67,73,65
female,group B,master's degree,standard,none,61,68,63
male,group C,bachelor's degree,standard,none,76,84,73
male,group B,associate's degree,standard,completed,86,74,81
male,group B,some college,standard,completed,87,74,78
female,group C,associate's degree,standard,none,64,66,72
female,group D,associate's degree,free/reduced,none,46,62,58
male,group C,master's degree,free/reduced,none,74,74,72
female,group D,associate's degree,standard,none,67,81,83
female,group B,bachelor's degree,free/reduced,none,70,75,70
female,group D,some high school,standard,none,48,63,64
male,group A,master's degree,standard,none,61,51,49
male,group C,associate's degree,standard,none,75,65,57
female,group D,master's degree,standard,none,56,59,57
male,group A,high school,free/reduced,none,73,68,60
female,group D,high school,standard,completed,53,55,60
male,group C,associate's degree,standard,completed,78,71,75
male,group E,some college,standard,completed,95,93,94
male,group E,associate's degree,standard,completed,70,62,61
female,group C,some high school,standard,completed,62,65,69
male,group A,high school,standard,none,72,69,66
female,group B,some high school,free/reduced,none,57,65,67
female,group B,bachelor's degree,standard,completed,97,100,100
female,group E,some college,free/reduced,none,66,71,66
male,group D,associate's degree,standard,completed,70,69,74
male,group D,high school,standard,completed,87,78,83
male,group A,some high school,standard,none,70,56,52
male,group C,bachelor's degree,standard,none,86,78,81
female,group D,some college,free/reduced,none,60,65,66
female,group D,some high school,free/reduced,none,54,69,63
female,group C,some college,free/reduced,none,39,61,61
male,group C,some high school,standard,none,64,54,52
male,group C,associate's degree,standard,completed,72,72,73
